gene_id,PM2601,PM2602,PM2603,PM2604
gene-PA3705,1686,1783,2882,3398
gene-PA3706,1737,1892,2094,2711
gene-PA3707,1677,1894,2281,2533
gene-PA3708,4921,4966,5790,6693
gene-PA3709,1711,1867,1264,1668
gene-PA3710,1278,1574,1198,2188
gene-PA3711,1578,1978,1315,1772
gene-PA3712,699,963,990,1190
gene-PA3713,3615,4078,4066,5153
gene-PA3714,1110,1485,832,1195
gene-PA3715,2643,2913,1763,2159
gene-PA3716,21522,21109,10883,11887
gene-PA3717,633,634,514,588
gene-PA3718,1222,1607,1123,1654
gene-PA3719,308,349,330,547
gene-PA3720,753,853,838,1107
gene-PA3721,1826,1927,1834,1905
gene-PA3722,2790,2666,2766,2921
gene-PA3723,1062,1337,1543,2186
gene-PA3724,1722,1903,1119,1674
gene-PA3725,5064,5280,4724,5803
gene-PA3726,3028,3161,2375,2945
gene-PA3727,1959,1815,1042,1296
gene-PA3728,19589,18718,11082,14158
gene-PA3729,13328,11237,5833,6814
gene-PA3730,1665,1277,754,909
gene-PA3731,2590,2235,1862,2098
gene-PA3732,5096,4498,2676,2835
gene-PA3733,2239,2782,2088,2714
gene-PA3733a,770,767,419,528
gene-PA3734,1178,1281,855,1213
gene-PA3735,10272,11056,10369,11634
gene-PA3736,9910,10576,9930,10884
gene-PA3737,4790,4881,5281,5681
gene-PA3738,2053,2342,2219,2927
gene-PA3739,4676,4804,3542,4729
gene-PA3740,1117,1346,1239,1549
gene-PA3741,3113,2717,2418,2712
gene-PA3742,21864,22037,24909,26945
gene-PA3743,25776,24402,22125,22424
gene-PA3744,27288,27667,29204,29783
gene-PA3745,23481,21081,23369,24422
gene-PA3746,6454,7021,9115,10401
gene-PA3747,6398,6124,4979,6166
gene-PA3748,2512,2464,2577,3448
gene-PA3749,1359,1807,1564,2028
gene-PA3750,297,334,455,611
gene-PA3751,2703,2993,3765,4450
gene-PA3752,1183,1409,1271,1594
gene-PA3753,1784,1956,2006,2469
gene-PA3754,2300,2312,2787,3368
gene-PA3755,1213,1400,1344,1755
gene-PA3756,3944,4381,3291,4198
gene-PA3757,1570,1671,1179,1483
gene-PA3758,1675,2038,2305,2700
gene-PA3759,760,1155,1511,2043
gene-PA3760,1303,1634,2148,3168
gene-PA3761,1693,2223,1720,2595
gene-PA3762,694,686,633,785
gene-PA3763,29023,31135,41676,46131
gene-PA3764,3511,4372,3505,4572
gene-PA3765,278,417,314,540
gene-PA3766,2764,3033,1930,2688
gene-PA3767,1911,1758,1507,1612
gene-PA3768,7224,8242,7012,8748
gene-PA3769,27231,27969,32039,35377
gene-PA3770,28310,26337,30562,34089
gene-PA3771,1145,1554,1053,1792
gene-PA3772,650,809,524,923
gene-PA3773,285,509,548,1323
gene-PA3774,424,733,629,1185
gene-PA3775,658,875,563,942
gene-PA3776,700,766,653,1102
gene-PA3777,3058,3263,3384,4169
gene-PA3778,1988,2059,2219,2718
gene-PA3779,1147,1295,1815,2266
gene-PA3780,314,372,529,846
gene-PA3781,1190,1239,1453,1807
gene-PA3782,775,1042,1262,1754
gene-PA3783,506,598,616,917
gene-PA3784,1154,1190,1648,2147
gene-PA3785,2261,2366,3276,3943
gene-PA3786,1515,1712,2242,3455
gene-PA3787,1426,1734,1554,2001
gene-PA3788,634,687,917,1199
gene-PA3789,1879,1827,3690,5139
gene-PA3790,17304,17883,31158,36919
gene-PA3791,1937,2284,2735,3503
gene-PA3792,9471,9972,12211,14147
gene-PA3793,943,703,518,752
gene-PA3794,1620,1142,661,865
gene-PA3795,4385,4082,3287,3864
gene-PA3796,811,814,619,838
gene-PA3797,1989,2302,2832,3224
gene-PA3798,4586,4529,3695,4411
gene-PA3799,10017,9419,11044,12156
gene-PA3800,8546,8450,11486,12161
gene-PA3801,9267,8981,10903,11798
gene-PA3802,14569,15133,16949,19572
gene-PA3803,11604,11666,12779,14098
gene-PA3804,6182,6288,7889,9105
gene-PA3805,6787,6440,6136,7008
gene-PA3806,31015,31442,29915,34504
gene-PA3807,35306,34908,33104,36916
gene-PA3808,2450,2214,3365,3678
gene-PA3809,3083,2390,4309,4421
gene-PA3810,12062,11904,21428,22677
gene-PA3811,8818,8489,13959,14880
gene-PA3812,7101,6695,11231,12510
gene-PA3813,13621,14608,23597,26782
gene-PA3814,36494,39495,57142,65538
gene-PA3815,10370,11680,10239,12025
gene-PA3816,4996,5339,4724,5512
gene-PA3817,4015,3787,3773,4260
gene-PA3818,10381,10765,14508,16158
gene-PA3819,8850,8401,12557,13663
gene-PA3820,10906,9460,11593,13069
gene-PA3821,29141,29873,33541,38102
gene-PA3822,9532,10373,9778,11387
gene-PA3823,10000,10100,10305,11605
gene-PA3824,8503,8552,8991,9874
gene-PA3824.1,281,213,137,191
gene-PA3825,2140,2123,1288,1834
gene-PA3826,1406,1289,1114,1295
gene-PA3827,5071,5118,5315,5616
gene-PA3828,5521,5157,5523,6044
gene-PA3829,798,934,603,990
gene-PA3830,937,1257,1227,1699
gene-PA3831,9371,10302,11865,14049
gene-PA3832,2540,2467,2443,2936
gene-PA3833,2093,1765,2316,2764
gene-PA3834,37750,38374,43377,48368
gene-PA3835,1041,1097,671,897
gene-PA3836,4112,5392,3829,4305
gene-PA3837,1550,1831,1335,1650
gene-PA3838,1544,1830,1562,2262
gene-PA3839,3487,4035,5672,7594
gene-PA3840,5003,5449,6378,7059
gene-PA3841,29782,28412,40827,48270
gene-PA3842,8599,7808,7730,8742
gene-PA3844,1124,1219,1347,1876
gene-PA3845,882,1088,1702,2243
gene-PA3846,618,674,853,1104
gene-PA3847,1449,1687,1349,1600
gene-PA3848,2838,3120,3241,4035
gene-PA3849,5036,4664,4303,4772
gene-PA3850,4689,4720,3282,4096
gene-PA3851,1110,1215,1440,1952
gene-PA3852,1465,1907,2061,2482
gene-PA3853,1097,1280,1219,1489
gene-PA3854,504,707,619,789
gene-PA3855,1245,1568,1409,1505
gene-PA3856,1225,1155,1612,1834
gene-PA3857,3790,3996,4071,5013
gene-PA3858,1615,1968,1638,2398
gene-PA3859,3178,3047,4544,4868
gene-PA3860,2738,3274,3153,4131
gene-PA3861,18804,18005,22770,24467
gene-PA3862,2022,2321,3101,3944
gene-PA3863,943,1004,1734,2493
gene-PA3864,1253,1335,1528,1780
gene-PA3865,1909,2191,2638,2981
gene-PA3865a,1221,914,726,771
gene-PA3866,12233,9355,7332,8624
gene-PA3867,1043,734,393,498
gene-PA3868,1368,716,360,506
gene-PA3869,715,354,201,244
gene-PA3870,995,1009,1306,2619
gene-PA3871,1481,1184,1623,3678
gene-PA3872,2043,1716,2421,5127
gene-PA3873,1396,1317,2232,4884
gene-PA3874,4181,3983,5056,11120
gene-PA3875,12114,11360,10324,21908
gene-PA3876,2986,3328,1670,2715
gene-PA3877,6244,6773,1946,3139
gene-PA3878,6274,6241,8274,10100
gene-PA3879,3070,3498,5523,6299
gene-PA3880,1429,2023,6812,9015
gene-PA3881,1283,1303,2782,3369
gene-PA3882,1262,1581,2751,3909
gene-PA3883,773,864,1269,1890
gene-PA3884,604,424,352,484
gene-PA3885,559,612,663,1113
gene-PA3886,1394,1844,1891,2514
gene-PA3886a,711,754,605,804
gene-PA3887,6030,5334,4617,5382
gene-PA3888,4728,4731,4981,6254
gene-PA3889,3690,3485,3765,4600
gene-PA3890,3012,3082,2778,3693
gene-PA3891,3056,3075,3521,4269
gene-PA3892,1383,1490,1468,1887
gene-PA3893,2123,2412,2647,3804
gene-PA3894,1385,1624,1568,2275
gene-PA3895,3660,4069,3063,3850
gene-PA3896,2849,3451,2549,3506
gene-PA3897,988,1166,714,1231
gene-PA3898,1390,1654,1621,2220
gene-PA3899,2832,4126,2194,3287
gene-PA3900,839,947,696,1306
gene-PA3901,24082,22590,22070,30524
gene-PA3902,3727,4334,3478,4509
gene-PA3903,14844,14842,15098,16831
gene-PA3904,597,651,777,861
gene-PA3905,589,809,497,810
gene-PA3906,580,775,437,564
gene-PA3907,1109,1046,547,713
gene-PA3908,1336,1234,662,884
gene-PA3909,1526,1922,1554,2626
gene-PA3910,1070,1473,1124,1691
gene-PA3911,478,494,1241,1670
gene-PA3912,1158,1412,2460,2995
gene-PA3913,1663,1974,2949,3351
gene-PA3914,485,643,437,944
gene-PA3915,1952,2304,1208,1542
gene-PA3916,1226,1434,1698,2025
gene-PA3917,934,942,1060,1267
gene-PA3918,1336,1417,1885,2287
gene-PA3919,7170,7901,14894,17730
gene-PA3920,1064,1300,2361,3356
gene-PA3921,1625,2032,1930,3196
gene-PA3922,1170,1252,938,1413
gene-PA3923,2168,1936,1091,1783
gene-PA3924,1881,2083,1110,1615
gene-PA3925,1417,1725,1351,1761
gene-PA3926,1006,1491,904,1569
gene-PA3927,1037,1235,913,1386
gene-PA3928,480,517,745,844
gene-PA3929,2057,2179,2428,3133
gene-PA3930,3261,2952,3507,4500
gene-PA3931,7879,8713,1225,1055
gene-PA3932,1829,2333,899,1424
gene-PA3933,7255,7741,8611,9864
gene-PA3934,3126,3474,3436,4560
gene-PA3935,1050,1486,744,1292
gene-PA3936,544,780,576,975
gene-PA3937,684,836,419,889
gene-PA3938,2166,3167,890,1307
gene-PA3939,587,700,674,1123
gene-PA3940,29418,33115,21244,24271
gene-PA3941,1553,1727,1778,1956
gene-PA3942,3565,3470,3539,3907
gene-PA3943,2264,2422,2656,3304
gene-PA3944,1426,1870,1854,2245
gene-PA3945,2273,2216,2196,2849
gene-PA3946,4173,4466,2176,3599
gene-PA3947,1759,1411,790,1102
gene-PA3948,2896,2667,2368,2969
gene-PA3949,2097,2433,2953,3890
gene-PA3950,4238,4843,5299,6387
gene-PA3951,1564,1821,1618,2060
gene-PA3952,947,946,1136,1406
gene-PA3953,512,555,392,739
gene-PA3954,1341,1498,769,1105
gene-PA3955,1857,1958,1359,1942
gene-PA3956,822,864,602,823
gene-PA3957,460,655,691,1217
gene-PA3958,1328,1743,1961,2724
gene-PA3959,998,1171,817,1105
gene-PA3960,438,605,470,792
gene-PA3961,2199,2259,2832,4179
gene-PA3962,3245,3638,2549,3137
gene-PA3963,1439,2010,1732,2374
gene-PA3963a,261,356,443,732
gene-PA3965,2138,1651,1249,1638
gene-PA3966,2057,1410,1484,1474
gene-PA3967,3548,3680,3754,4328
gene-PA3968,1400,1581,1823,2290
gene-PA3969,1641,2001,2285,3047
gene-PA3969a,561,576,896,1156
gene-PA3970,6479,7418,9596,11359
gene-PA3971,281,375,570,807
gene-PA3972,2400,2832,6689,7999
gene-PA3973,717,822,1331,2004
gene-PA3974,3201,3508,3425,4545
gene-PA3975,2192,2662,4115,5406
gene-PA3976,3105,2973,4565,5983
gene-PA3977,13495,14328,15201,17799
gene-PA3978,4666,4805,4599,5428
gene-PA3979,1797,1722,1565,1827
gene-PA3980,12811,12824,12699,14268
gene-PA3981,19830,21530,33392,36784
gene-PA3982,10112,9425,13757,16111
gene-PA3983,10564,9715,12634,14282
gene-PA3984,4000,4448,3880,4670
gene-PA3985,669,793,841,1172
gene-PA3986,310,268,248,353
gene-PA3987,38177,38129,48801,54009
gene-PA3988,8782,8647,9964,14740
gene-PA3989,5834,6022,6541,7818
gene-PA3990,608,641,488,571
gene-PA3992,6622,6832,7714,9045
gene-PA3993,1331,1466,1174,1602
gene-PA3994,929,843,541,1018
gene-PA3995,872,807,922,1453
gene-PA3996,8417,8143,8814,9783
gene-PA3997,5558,5257,5728,6327
gene-PA3998,6026,6194,7288,9139
gene-PA3999,22601,23701,25088,29765
gene-PA4000,8649,8702,9343,11337
gene-PA4001,8114,8339,8268,9412
gene-PA4002,2568,2299,2072,2491
gene-PA4003,9143,10174,11349,13796
gene-PA4004,4959,5632,6442,7185
gene-PA4005,3904,3907,5257,5341
gene-PA4006,3092,3093,4019,4758
gene-PA4007,6051,6117,8669,10029
gene-PA4008,576,699,702,1441
gene-PA4009,725,739,530,1077
gene-PA4010,10333,10272,12670,13709
gene-PA4011,7273,7432,13332,14871
gene-PA4012,2348,2480,3661,4546
gene-PA4013,1348,1371,1765,2140
gene-PA4014,807,719,656,850
gene-PA4015,1481,1250,1120,1419
gene-PA4016,2013,2451,2444,3447
gene-PA4017,1999,2116,2443,3051
gene-PA4018,555,683,1228,1551
gene-PA4019,1600,1632,2101,2365
gene-PA4020,5939,5801,6335,7928
gene-PA4021,2188,2677,2313,3273
gene-PA4022,1529,1932,1011,1743
gene-PA4023,1284,1707,973,1633
gene-PA4024,1417,1524,1373,2335
gene-PA4025,661,866,734,1206
gene-PA4026,1714,1670,1924,2088
gene-PA4027,1079,1289,1543,1967
gene-PA4027a,580,663,851,1446
gene-PA4029,2489,2437,2214,2522
gene-PA4030,2293,2606,2707,3169
gene-PA4031,13531,13356,11507,11990
gene-PA4032,2011,2251,1766,2229
gene-PA4033,463,444,279,409
gene-PA4034,1094,1398,876,1177
gene-PA4035,1836,2177,2437,3218
gene-PA4036,2076,2585,2786,4247
gene-PA4037,1184,1072,451,799
gene-PA4038,1051,1157,529,905
gene-PA4039,2210,2204,1159,2045
gene-PA4040,1219,1563,988,1627
gene-PA4041,831,1019,850,1328
gene-PA4042,1175,1067,983,1295
gene-PA4043,1996,2129,2996,3887
gene-PA4044,15807,17425,20468,23290
gene-PA4045,917,980,1697,2200
gene-PA4046,1537,1625,2277,2631
gene-PA4047,3925,3756,4818,5180
gene-PA4048,1123,1192,853,1307
gene-PA4049,2344,2305,2350,2972
gene-PA4050,1478,1424,1410,1653
gene-PA4051,2169,2168,2977,3948
gene-PA4052,7587,8369,12079,12705
gene-PA4053,11895,11535,16893,17288
gene-PA4054,5952,6687,12262,14782
gene-PA4055,5985,6753,8729,10125
gene-PA4056,1415,1657,2552,3583
gene-PA4057,2609,2757,2595,3219
gene-PA4060,930,1048,729,1002
gene-PA4061,4882,6293,10077,11264
gene-PA4062,961,1062,1569,1757
gene-PA4063,22590,26500,12812,17692
gene-PA4064,10342,10011,4709,6436
gene-PA4065,9213,8547,5925,7226
gene-PA4066,2757,2341,1991,2571
gene-PA4067,58234,55526,124667,134347
gene-PA4068,4472,4624,5946,7391
gene-PA4069,4995,5225,5887,6873
gene-PA4070,1055,1132,873,1511
gene-PA4071,532,609,446,805
gene-PA4072,1634,1997,1459,2101
gene-PA4073,1154,1477,1455,1812
gene-PA4074,514,719,811,1278
gene-PA4075,535,647,762,1261
gene-PA4076,1120,1135,989,1327
gene-PA4077,658,560,382,601
gene-PA4078,1852,2555,1957,3307
gene-PA4079,1613,1909,1754,2053
gene-PA4080,1190,826,600,732
gene-PA4081,979,1125,639,1020
gene-PA4082,3034,3437,2292,3696
gene-PA4083,398,479,428,970
gene-PA4084,2317,2787,1531,2806
gene-PA4085,999,785,384,527
gene-PA4086,914,473,282,401
gene-PA4087,696,942,501,995
gene-PA4088,931,1195,844,1808
gene-PA4089,308,377,356,742
gene-PA4090,7581,8236,4912,7209
gene-PA4091,2535,2951,1699,2481
gene-PA4092,666,874,512,892
gene-PA4093,349,509,440,838
gene-PA4094,1139,1295,1081,1521
gene-PA4095,412,471,253,343
gene-PA4096,638,895,717,1298
gene-PA4097,272,406,448,800
gene-PA4098,479,659,504,896
gene-PA4099,1033,1409,882,1456
gene-PA4100,1204,1573,1757,2429
gene-PA4101,1124,1331,1134,1504
gene-PA4102,1097,1218,1065,1808
gene-PA4103,758,765,502,1039
gene-PA4104,783,965,500,791
gene-PA4105,668,766,443,805
gene-PA4106,890,1281,737,1268
gene-PA4107,396,453,397,863
gene-PA4108,1432,1946,1451,2386
gene-PA4108a,840,737,586,800
gene-PA4109,1304,1268,1170,1743
gene-PA4110,1550,1833,1096,1687
gene-PA4111,357,414,620,1053
gene-PA4112,3131,3946,4577,6800
gene-PA4113,2103,2289,2516,3175
gene-PA4114,2281,2277,2771,3211
gene-PA4115,11885,12601,15668,19402
gene-PA4116,1552,1451,1831,2323
gene-PA4117,5552,6126,6682,8058
gene-PA4118,1619,1965,1658,2278
gene-PA4119,939,1066,950,1444
gene-PA4120,658,767,404,710
gene-PA4121,789,1139,608,911
gene-PA4122,872,1338,774,1286
gene-PA4123,1060,1406,1290,1895
gene-PA4124,878,1049,992,1664
gene-PA4125,413,567,529,863
gene-PA4126,1252,1271,690,1292
gene-PA4127,733,1002,749,1193
gene-PA4128,307,388,554,1011
gene-PA4129,438,507,480,552
gene-PA4130,2111,2664,1808,2689
gene-PA4131,2937,3269,2881,3449
gene-PA4132,2397,3217,2581,3434
gene-PA4133,2344,1872,1347,1728
gene-PA4134,241,344,277,445
gene-PA4135,852,877,708,960
gene-PA4136,586,661,645,1210
gene-PA4137,1620,2033,930,1758
gene-PA4138,1235,1636,1353,2065
gene-PA4139,435,321,253,366
gene-PA4140,1608,2038,1225,2208
gene-PA4141,705,492,387,527
gene-PA4142,1158,1454,1057,1751
gene-PA4143,2090,2557,1532,2494
gene-PA4144,596,732,583,1139
gene-PA4145,1366,1758,1695,2372
gene-PA4145a,908,1135,725,1197
gene-PA4147,1273,1483,1304,2227
gene-PA4148,396,467,559,964
gene-PA4149,358,339,516,1002
gene-PA4150,617,754,534,1123
gene-PA4151,937,1186,719,1214
gene-PA4152,851,1244,1023,1750
gene-PA4153,1230,1343,1210,1747
gene-PA4154,2750,2848,2220,2727
gene-PA4155,1338,1548,1458,2308
gene-PA4156,4325,5011,3165,4604
gene-PA4157,1109,1317,1709,2294
gene-PA4158,600,625,531,933
gene-PA4159,1087,1229,936,1549
gene-PA4160,238,247,356,691
gene-PA4161,277,305,483,772
gene-PA4162,559,662,712,1053
gene-PA4163,3556,4234,6115,8055
gene-PA4164,1116,1209,1211,1599
gene-PA4165,1039,1290,1542,2320
gene-PA4166,553,573,394,607
gene-PA4167,1036,1145,687,1141
gene-PA4168,6157,7428,2831,4730
gene-PA4169,537,732,469,787
gene-PA4170,857,1231,1073,1575
gene-PA4171,914,1042,728,1103
gene-PA4172,759,814,785,1357
gene-PA4173,443,477,316,519
gene-PA4174,890,1087,848,1447
gene-PA4175,1421,1571,1783,2356
gene-PA4176,2417,2149,2121,2372
gene-PA4177,624,750,604,861
gene-PA4178,1322,1471,1012,1296
gene-PA4179,1774,1960,1870,2681
gene-PA4180,4120,4611,4669,6453
gene-PA4181,563,675,596,1123
gene-PA4182,943,1063,880,1340
gene-PA4183,538,622,515,814
gene-PA4184,1034,1219,860,1401
gene-PA4185,996,1153,1171,1543
gene-PA4186,1842,2005,1380,2048
gene-PA4187,1343,1549,935,1686
gene-PA4188,453,587,511,1019
gene-PA4189,725,997,772,1443
gene-PA4190,955,1268,1161,1702
gene-PA4191,1171,1268,723,1214
gene-PA4192,719,729,452,774
gene-PA4193,647,573,320,591
gene-PA4194,1101,1291,662,917
gene-PA4195,1547,1676,588,967
gene-PA4196,764,1002,1094,1506
gene-PA4197,1141,1479,2268,2796
gene-PA4198,2229,2748,2658,3390
gene-PA4199,2277,2835,3578,4935
gene-PA4200,1002,1057,1543,1876
gene-PA4201,1124,1471,2197,2501
gene-PA4202,930,1237,2396,3364
gene-PA4203,460,682,897,1296
gene-PA4204,3748,3983,3455,4411
gene-PA4205,774,945,691,855
gene-PA4206,1085,1304,1183,1764
gene-PA4207,2749,3257,2483,4123
gene-PA4208,334,540,786,1697
gene-PA4209,1127,1363,882,1346
gene-PA4210,687,458,222,338
gene-PA4211,651,246,84,186
gene-PA4212,380,488,516,982
gene-PA4213,392,395,389,696
gene-PA4214,1059,1530,1128,1990
gene-PA4215,505,601,478,726
gene-PA4216,346,373,404,737
gene-PA4217,3048,3476,3141,4462
gene-PA4218,7773,6862,7054,9617
gene-PA4219,5179,4097,4985,7103
gene-PA4220,691,738,737,1178
gene-PA4221,47147,44027,31417,39802
gene-PA4222,1951,1598,2710,4228
gene-PA4223,7351,5828,7988,10687
gene-PA4224,3034,2319,3070,3867
gene-PA4225,37905,31654,33684,51361
gene-PA4226,35161,30259,28538,39301
gene-PA4227,5036,6032,3152,4262
gene-PA4228,46691,42800,27671,42783
gene-PA4229,7473,5536,6188,9310
gene-PA4230,6492,5876,7083,9797
gene-PA4231,20530,17458,17227,23532
gene-PA4232,8897,9094,9797,11063
gene-PA4233,6556,6449,6644,7615
gene-PA4234,14959,16321,18362,20916
gene-PA4235,7729,8833,15642,16894
gene-PA4236,14391,13839,30380,34152
gene-PA4237,112869,118381,105249,130347
gene-PA4238,166126,182854,187561,225413
gene-PA4239,116343,115578,131813,152198
gene-PA4240,143952,135755,149526,176339
gene-PA4241,110858,105321,113898,134808
gene-PA4242,32414,39992,36452,45703
gene-PA4243,95982,89600,105578,116117
gene-PA4244,54785,51578,70340,75498
gene-PA4245,36914,32524,38058,43644
gene-PA4246,127350,114841,131427,151570
gene-PA4247,88791,91726,105616,115229
gene-PA4248,106877,106013,127543,140196
gene-PA4249,44605,38401,43298,46301
gene-PA4250,44183,38918,53823,61106
gene-PA4251,149742,154242,164820,195051
gene-PA4252,53594,55051,60235,69079
gene-PA4253,59914,60517,71105,77945
gene-PA4254,72487,67666,76572,91209
gene-PA4255,47360,45833,51748,65117
gene-PA4256,77361,71137,91893,105945
gene-PA4257,169345,172253,192725,229790
gene-PA4258,38131,39760,48525,55693
gene-PA4259,28596,24905,39534,41625
gene-PA4260,143549,145931,184478,210333
gene-PA4261,47670,51530,56476,66404
gene-PA4262,73797,68833,98701,107757
gene-PA4263,99080,96717,110763,132139
gene-PA4264,29102,27973,33283,38859
gene-PA4265,309978,305430,324798,373529
gene-PA4266,376151,370508,387783,449360
gene-PA4267,217649,202324,189733,232870
gene-PA4268,96495,91628,99438,111004
gene-PA4269,213766,219766,233423,265026
gene-PA4270,239278,232767,251681,289893
gene-PA4270.1,6887,8247,8047,9487
gene-PA4271,89691,86840,87310,101738
gene-PA4272,168993,174772,171990,204502
gene-PA4272.1,62313,61015,63192,73035
gene-PA4273,87953,78227,114944,125056
gene-PA4274,137056,153896,164774,203085
gene-PA4275,15122,13120,15364,16003
gene-PA4276,7107,5597,5865,6420
gene-PA4276.1,1072,835,837,851
gene-PA4277,195898,194121,209084,226804
gene-PA4277.1,6432,8084,5932,6101
gene-PA4277.2,5109,5436,4502,4558
gene-PA4277.3,6431,6600,5218,5355
gene-PA4278,2084,1556,1208,1427
gene-PA4279,2363,1858,1652,1756
gene-PA4280,3493,2592,2172,2415
gene-PA4280.1,2124,1273,935,1028
gene-PA4280.2,1285274,340163,767263,725097
gene-PA4280.3,1499,931,916,795
gene-PA4280.4,1790,1234,1087,951
gene-PA4280.5,54904,9060,21074,17503
gene-PA4281,2980,3645,3269,4351
gene-PA4282,5523,6523,7075,8655
gene-PA4283,2082,2180,3221,4657
gene-PA4284,5996,6570,8265,10522
gene-PA4285,6683,7067,9590,11757
gene-PA4286,1728,1499,1976,2678
gene-PA4287,1118,1256,1059,1491
gene-PA4288,1138,1174,1079,1526
gene-PA4289,625,736,884,1628
gene-PA4290,1394,1603,1032,1698
gene-PA4291,3460,3251,2727,3006
gene-PA4292,11714,10641,14057,15243
gene-PA4293,1772,2114,1617,2916
gene-PA4294,582,540,288,413
gene-PA4295,741,346,141,186
gene-PA4296,1078,1031,775,991
gene-PA4297,1788,1512,912,1343
gene-PA4298,78,89,72,97
gene-PA4299,175,266,268,502
gene-PA4300,788,1078,645,1232
gene-PA4301,604,826,538,945
gene-PA4302,1017,1493,910,1352
gene-PA4303,729,1111,739,1211
gene-PA4304,967,1408,910,1422
gene-PA4305,476,662,655,1121
gene-PA4306,463,210,122,139
gene-PA4307,3899,3780,4242,5097
gene-PA4308,2915,3460,2823,3854
gene-PA4309,3180,3612,5194,6468
gene-PA4310,12963,12858,13942,16072
gene-PA4311,1902,2367,2326,3186
gene-PA4312,923,976,1363,2415
gene-PA4313,1636,1936,2047,2527
gene-PA4313a,1048,1218,1344,1428
gene-PA4314,7886,7369,8166,8713
gene-PA4315,25789,28271,24455,30669
gene-PA4316,6795,6743,5236,6609
gene-PA4317,32972,31714,11168,12490
gene-PA4318,15207,13454,5769,6595
gene-PA4319,6512,6762,2987,3512
gene-PA4320,6078,5875,3762,4537
gene-PA4321,5434,5807,3516,4678
gene-PA4322,5026,5008,4275,5337
gene-PA4323,4151,4348,3908,4911
gene-PA4324,1906,2011,2754,3350
gene-PA4325,865,806,984,1184
gene-PA4326,1135,1401,1362,1862
gene-PA4327,1373,1687,1110,1547
gene-PA4328,2277,2806,4356,5169
gene-PA4329,21270,21866,21858,25315
gene-PA4330,2197,2307,2547,3172
gene-PA4331,646,792,1063,1464
gene-PA4332,1610,1872,1336,1716
gene-PA4333,17920,18249,21689,23405
gene-PA4334,1481,1935,1812,2432
gene-PA4335,989,933,1029,1346
gene-PA4336,1390,1335,1468,1980
gene-PA4337,778,925,545,834
gene-PA4338,2053,1936,1290,1808
gene-PA4339,982,961,1081,1656
gene-PA4340,1416,1575,1580,1895
gene-PA4341,550,780,596,922
gene-PA4342,825,1310,965,1689
gene-PA4343,871,1121,813,1328
gene-PA4344,757,967,1085,1690
gene-PA4345,932,1131,1039,1380
gene-PA4346,253,254,294,417
gene-PA4347,2362,2740,3805,4455
gene-PA4348,5372,5492,6969,8443
gene-PA4349,507,582,835,1200
gene-PA4350,571,726,1091,1372
gene-PA4351,524,693,1613,1898
gene-PA4352,1604,1564,3966,4112
gene-PA4353,1124,1195,1371,1761
gene-PA4354,1147,1147,620,808
gene-PA4355,1085,1056,1423,1979
gene-PA4356,2832,2945,4443,5199
gene-PA4357,634,580,1054,1170
gene-PA4358,10647,10731,15875,18488
gene-PA4359,3384,4549,7044,10424
gene-PA4360a,114,162,203,425
gene-PA4361,1155,1498,1084,1641
gene-PA4362,586,676,893,1406
gene-PA4363,425,505,640,1223
gene-PA4364,208,265,244,493
gene-PA4365,337,459,349,689
gene-PA4366,39360,38087,54668,62132
gene-PA4367,3800,4559,4429,5579
gene-PA4368,949,1310,1456,2136
gene-PA4369,704,559,580,835
gene-PA4370,51002,49076,32857,41530
gene-PA4371,10233,12519,8624,11335
gene-PA4372,9293,9913,7929,9724
gene-PA4373,5700,6753,5567,7077
gene-PA4374,1953,2350,1800,2299
gene-PA4375,4270,4249,2618,3444
gene-PA4376,3280,3335,2691,3240
gene-PA4377,543,474,404,497
gene-PA4378,1976,1926,1622,1877
gene-PA4379,1897,1973,1324,1594
gene-PA4380,1885,2385,1486,2090
gene-PA4381,2234,2350,1737,2116
gene-PA4382,806,970,671,990
gene-PA4383,1078,1117,921,1199
gene-PA4384,855,1023,782,1048
gene-PA4385,108957,119019,237028,268527
gene-PA4386,11999,9760,25655,25932
gene-PA4387,902,1371,3177,3505
gene-PA4388,1836,1869,1901,2485
gene-PA4389,3211,3468,4331,4988
gene-PA4390,3430,3237,2002,2482
gene-PA4391,1387,1291,907,1282
gene-PA4392,370,411,402,605
gene-PA4393,3549,3740,3064,4105
gene-PA4394,5923,5660,6024,6595
gene-PA4395,5232,5144,6328,6642
gene-PA4396,1329,1419,1256,1926
gene-PA4397,724,1022,835,1412
gene-PA4398,3467,4334,2936,3888
gene-PA4399,1075,1130,959,1347
gene-PA4400,1700,1815,1940,2340
gene-PA4401,1122,1159,1268,1595
gene-PA4402,4214,4738,5135,5689
gene-PA4403,45744,49182,49217,57213
gene-PA4404,2058,1964,2829,2916
gene-PA4405,1334,1546,1088,1471
gene-PA4406,32215,35030,35748,40947
gene-PA4406.1,10423,11667,11997,14458
gene-PA4407,25319,26728,41535,47301
gene-PA4408,10278,9657,14921,16528
gene-PA4409,5861,5568,6308,7574
gene-PA4410,5762,5382,7943,8882
gene-PA4411,10962,12014,18634,22024
gene-PA4412,3062,3361,5039,6190
gene-PA4413,3821,3632,4721,5071
gene-PA4414,9494,9958,12899,14788
gene-PA4415,6240,6045,7318,8199
gene-PA4416,8574,9982,12962,15784
gene-PA4417,8261,8557,12724,14732
gene-PA4418,8253,8648,10359,11764
